master_observation_id,season,master_variable,source_module,source_file,source_variable,source_observation_id,transformation,verification_status
MST-2016-0143,2016/17,total_transfer_income,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_income,TRX-DER-2016-TOTAL_INCOME,permanent_transfer_income + loan_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0144,2016/17,permanent_net_transfer_spend,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_transfer_spend,TRX-DER-2016-PERM_NET,permanent_gross_transfer_spend - permanent_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0145,2016/17,total_net_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_transfer_consideration,TRX-DER-2016-TOTAL_NET,total_transfer_consideration - total_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0146,2016/17,primary_transfer_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_transfer_spend_to_revenue_pct,TRX-DER-2016-PRIM_SPEND_REV,(permanent_gross_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0147,2016/17,total_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_spend_to_revenue_pct,TRX-DER-2016-TOT_SPEND_REV,(total_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0148,2016/17,permanent_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_spend_to_revenue_pct,TRX-DER-2016-PERM_NET_REV,(permanent_net_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0149,2016/17,total_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_spend_to_revenue_pct,TRX-DER-2016-TOT_NET_REV,(total_net_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0150,2016/17,upper_bound_permanent_spend,TRANSFER,arsenal_transfers.csv,upper_bound_permanent_spend,TRX-201617-IN-003; TRX-201617-IN-004; TRX-201617-IN-005; TRX-201617-IN-006; TRX-201617-IN-007,sum(fee_gbp + add_on_fee) for permanent incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0151,2016/17,upper_bound_total_consideration,TRANSFER,arsenal_transfers.csv,upper_bound_total_consideration,TRX-201617-IN-003; TRX-201617-IN-004; TRX-201617-IN-005; TRX-201617-IN-006; TRX-201617-IN-007,sum(fee_gbp + add_on_fee) for all incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0152,2016/17,spend_add_on_differential,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_add_on_differential,TRX-DER-2016-SPEND_DIFF,upper_bound_permanent_spend - permanent_gross_transfer_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0153,2016/17,spend_sensitivity_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_sensitivity_pct,TRX-DER-2016-SPEND_SENS_PCT,(spend_add_on_differential / permanent_gross_transfer_spend) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0154,2016/17,transaction_count,TRANSFER,arsenal_transfers.csv,transaction_count,TRX-201617-IN-003; TRX-201617-IN-004; TRX-201617-IN-005; TRX-201617-IN-006; TRX-201617-IN-007; TRX-201617-OUT-006; TRX-201617-OUT-007; TRX-201617-OUT-008; TRX-201617-OUT-009; TRX-201617-OUT-010; TRX-201617-OUT-011,count of all transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0155,2016/17,incoming_count,TRANSFER,arsenal_transfers.csv,incoming_count,TRX-201617-IN-003; TRX-201617-IN-004; TRX-201617-IN-005; TRX-201617-IN-006; TRX-201617-IN-007,count of incoming transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0156,2016/17,outgoing_count,TRANSFER,arsenal_transfers.csv,outgoing_count,TRX-201617-OUT-006; TRX-201617-OUT-007; TRX-201617-OUT-008; TRX-201617-OUT-009; TRX-201617-OUT-010; TRX-201617-OUT-011,count of outgoing transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0157,2016/17,permanent_count,TRANSFER,arsenal_transfers.csv,permanent_count,TRX-201617-IN-003; TRX-201617-IN-004; TRX-201617-IN-005; TRX-201617-IN-006; TRX-201617-IN-007; TRX-201617-OUT-006; TRX-201617-OUT-007; TRX-201617-OUT-008; TRX-201617-OUT-009; TRX-201617-OUT-010,count of permanent transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0158,2016/17,loan_count,TRANSFER,arsenal_transfers.csv,loan_count,TRX-201617-OUT-011,count of temporary loan arrangements in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0159,2016/17,exact_fee_count,TRANSFER,arsenal_transfers.csv,exact_fee_count,TRX-201617-IN-006,count where fee_value_status == 'EXACT',Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0160,2016/17,estimated_fee_count,TRANSFER,arsenal_transfers.csv,estimated_fee_count,TRX-201617-IN-003; TRX-201617-IN-004; TRX-201617-IN-005; TRX-201617-IN-007; TRX-201617-OUT-006; TRX-201617-OUT-007,"count where fee_value_status in {'ESTIMATED', 'BASE_PLUS_ADDONS'}",Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0161,2016/17,undisclosed_fee_count,TRANSFER,arsenal_transfers.csv,undisclosed_fee_count,TRX-201617-IN-003; TRX-201617-IN-004; TRX-201617-IN-005; TRX-201617-IN-007; TRX-201617-OUT-006; TRX-201617-OUT-007; TRX-201617-OUT-011,count where fee_disclosure_status == 'UNDISCLOSED',Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0162,2016/17,zero_free_count,TRANSFER,arsenal_transfers.csv,zero_free_count,TRX-201617-OUT-008; TRX-201617-OUT-009; TRX-201617-OUT-010,count where fee_value_status == 'ZERO',Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0163,2016/17,loan_fee_count,TRANSFER,arsenal_transfers.csv,loan_fee_count,TRX-201617-OUT-011,count where fee_value_status == 'LOAN_FEE',Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0164,2016/17,transaction_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,transaction_coverage_pct,TRX-DER-2016-TRX_COV_PCT,(verified_transactions / identified_total) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0165,2016/17,numerical_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,numerical_fee_coverage_pct,TRX-DER-2016-NUM_COV_PCT,(numerical_fees / non_free_transactions) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0166,2016/17,exact_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,exact_fee_coverage_pct,TRX-DER-2016-EXACT_COV_PCT,(exact_fee_count / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0167,2016/17,primary_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_fee_coverage_pct,TRX-DER-2016-PRIM_COV_PCT,((exact_fee_count + zero_free_count) / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0168,2016/17,estimated_value_share_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,estimated_value_share_pct,TRX-DER-2016-EST_VAL_SHARE,(estimated_consideration / total_season_consideration) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0169,2016/17,classification,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,classification,TRX-DER-2016-CLASS,Structural classification: all 10 seasons verified as CORE,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0170,2016/17,notes,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,notes,TRX-DER-2016-NOTES,Structured seasonal transfer audit summary string,Reconciled Transaction Ledger & Primary Disclosures
MST-2016-0171,2016/17,league_position,SPORTING,arsenal_sporting.csv,league_position,SPT-PROV-2016-045,Direct Ranking from Official Table,Primary Regulatory Record
MST-2016-0172,2016/17,points,SPORTING,arsenal_sporting.csv,points,SPT-PROV-2016-046,None (Directly Reported),Primary Regulatory Record
MST-2016-0173,2016/17,matches_played,SPORTING,arsenal_sporting.csv,matches_played,SPT-PROV-2016-047,None (Directly Reported),Primary Regulatory Record
MST-2016-0174,2016/17,wins,SPORTING,arsenal_sporting.csv,wins,SPT-PROV-2016-048,None (Directly Reported),Primary Regulatory Record
MST-2016-0175,2016/17,draws,SPORTING,arsenal_sporting.csv,draws,SPT-PROV-2016-049,None (Directly Reported),Primary Regulatory Record
MST-2016-0176,2016/17,losses,SPORTING,arsenal_sporting.csv,losses,SPT-PROV-2016-050,None (Directly Reported),Primary Regulatory Record
MST-2016-0177,2016/17,goals_for,SPORTING,arsenal_sporting.csv,goals_for,SPT-PROV-2016-051,None (Directly Reported),Primary Regulatory Record
MST-2016-0178,2016/17,goals_against,SPORTING,arsenal_sporting.csv,goals_against,SPT-PROV-2016-052,None (Directly Reported),Primary Regulatory Record
MST-2016-0179,2016/17,goal_difference,SPORTING,arsenal_sporting.csv,goal_difference,SPT-PROV-2016-053,goals_for - goals_against,Derived from Primary Inputs
MST-2016-0180,2016/17,ppg,SPORTING,arsenal_sporting.csv,ppg,SPT-PROV-2016-054,points / matches_played,Derived from Primary Inputs
MST-2016-0181,2016/17,fa_cup_stage,SPORTING,arsenal_sporting.csv,fa_cup_stage,SPT-PROV-2016-055,Direct Tournament Round Record,Primary Regulatory Record
MST-2016-0182,2016/17,fa_cup_matches,SPORTING,arsenal_sporting.csv,fa_cup_matches,SPT-PROV-2016-056,Direct Match Count,Primary Regulatory Record
MST-2016-0183,2016/17,fa_cup_wins,SPORTING,arsenal_sporting.csv,fa_cup_wins,SPT-PROV-2016-057,Direct Match Count,Primary Regulatory Record
MST-2016-0184,2016/17,fa_cup_draws,SPORTING,arsenal_sporting.csv,fa_cup_draws,SPT-PROV-2016-058,Direct Match Count,Primary Regulatory Record
MST-2016-0185,2016/17,fa_cup_losses,SPORTING,arsenal_sporting.csv,fa_cup_losses,SPT-PROV-2016-059,Direct Match Count,Primary Regulatory Record
MST-2016-0186,2016/17,fa_cup_goals_for,SPORTING,arsenal_sporting.csv,fa_cup_goals_for,SPT-PROV-2016-060,Direct Goal Sum,Primary Regulatory Record
MST-2016-0187,2016/17,fa_cup_goals_against,SPORTING,arsenal_sporting.csv,fa_cup_goals_against,SPT-PROV-2016-061,Direct Goal Sum,Primary Regulatory Record
MST-2016-0188,2016/17,fa_cup_trophy,SPORTING,arsenal_sporting.csv,fa_cup_trophy,SPT-PROV-2016-062,Direct Tournament Victory Record,Primary Regulatory Record
MST-2016-0189,2016/17,league_cup_stage,SPORTING,arsenal_sporting.csv,league_cup_stage,SPT-PROV-2016-063,Direct Tournament Round Record,Primary Regulatory Record
MST-2016-0190,2016/17,league_cup_matches,SPORTING,arsenal_sporting.csv,league_cup_matches,SPT-PROV-2016-064,Direct Match Count,Primary Regulatory Record
MST-2016-0191,2016/17,league_cup_wins,SPORTING,arsenal_sporting.csv,league_cup_wins,SPT-PROV-2016-065,Direct Match Count,Primary Regulatory Record
MST-2016-0192,2016/17,league_cup_draws,SPORTING,arsenal_sporting.csv,league_cup_draws,SPT-PROV-2016-066,Direct Match Count,Primary Regulatory Record
MST-2016-0193,2016/17,league_cup_losses,SPORTING,arsenal_sporting.csv,league_cup_losses,SPT-PROV-2016-067,Direct Match Count,Primary Regulatory Record
MST-2016-0194,2016/17,league_cup_goals_for,SPORTING,arsenal_sporting.csv,league_cup_goals_for,SPT-PROV-2016-068,Direct Goal Sum,Primary Regulatory Record
MST-2016-0195,2016/17,league_cup_goals_against,SPORTING,arsenal_sporting.csv,league_cup_goals_against,SPT-PROV-2016-069,Direct Goal Sum,Primary Regulatory Record
MST-2016-0196,2016/17,league_cup_trophy,SPORTING,arsenal_sporting.csv,league_cup_trophy,SPT-PROV-2016-070,Direct Tournament Victory Record,Primary Regulatory Record
MST-2016-0197,2016/17,europe_competition,SPORTING,arsenal_sporting.csv,europe_competition,SPT-PROV-2016-071,Direct UEFA Participation Record,Primary Regulatory Record
MST-2016-0198,2016/17,europe_stage,SPORTING,arsenal_sporting.csv,europe_stage,SPT-PROV-2016-072,Direct UEFA Round Record,Primary Regulatory Record
MST-2016-0199,2016/17,europe_matches,SPORTING,arsenal_sporting.csv,europe_matches,SPT-PROV-2016-073,Direct Match Count,Primary Regulatory Record
MST-2016-0200,2016/17,europe_wins,SPORTING,arsenal_sporting.csv,europe_wins,SPT-PROV-2016-074,Direct Match Count,Primary Regulatory Record
MST-2016-0201,2016/17,europe_draws,SPORTING,arsenal_sporting.csv,europe_draws,SPT-PROV-2016-075,Direct Match Count,Primary Regulatory Record
MST-2016-0202,2016/17,europe_losses,SPORTING,arsenal_sporting.csv,europe_losses,SPT-PROV-2016-076,Direct Match Count,Primary Regulatory Record
MST-2016-0203,2016/17,europe_goals_for,SPORTING,arsenal_sporting.csv,europe_goals_for,SPT-PROV-2016-077,Direct Goal Sum,Primary Regulatory Record
MST-2016-0204,2016/17,europe_goals_against,SPORTING,arsenal_sporting.csv,europe_goals_against,SPT-PROV-2016-078,Direct Goal Sum,Primary Regulatory Record
MST-2016-0205,2016/17,europe_trophy,SPORTING,arsenal_sporting.csv,europe_trophy,SPT-PROV-2016-079,Direct Tournament Victory Record,Primary Regulatory Record
MST-2016-0206,2016/17,xg,SPORTING,arsenal_sporting.csv,xg,SPT-PROV-2016-080,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2016-0207,2016/17,xga,SPORTING,arsenal_sporting.csv,xga,SPT-PROV-2016-081,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2016-0208,2016/17,xgd,SPORTING,arsenal_sporting.csv,xgd,SPT-PROV-2016-082,xg - xga,Derived from Third-Party Inputs
MST-2016-0209,2016/17,xpts,SPORTING,arsenal_sporting.csv,xpts,SPT-PROV-2016-083,Understat/model-derived metric,Third-Party Analytics Model
MST-2016-0210,2016/17,ppda,SPORTING,arsenal_sporting.csv,ppda,SPT-PROV-2016-084,Direct Model: sum(att) / sum(def),Third-Party Analytics Model
MST-2016-0211,2016/17,possession_pct,SPORTING,arsenal_sporting.csv,possession_pct,SPT-PROV-2016-085,Arithmetic mean: raw_possession / 38,Derived from Primary Inputs
MST-2016-0212,2016/17,shots,SPORTING,arsenal_sporting.csv,shots,SPT-PROV-2016-086,Direct: total_scoring_att,Primary Regulatory Record
MST-2016-0213,2016/17,shots_on_target,SPORTING,arsenal_sporting.csv,shots_on_target,SPT-PROV-2016-087,Direct: ontarget_scoring_att,Primary Regulatory Record
MST-2016-0214,2016/17,covid_disruption_flag,SPORTING,arsenal_sporting.csv,covid_disruption_flag,SPT-PROV-2016-088,Direct: Calendar Shock,Primary Regulatory Record
MST-2017-0215,2017/18,financial_year,FINANCIAL,arsenal_financials.csv,financial_year,FIN-FY2018-FOOTBA-0039,Direct Calendar Alignment (31 May),Audited Statutory Accounts (Companies House)
MST-2017-0216,2017/18,football_turnover,FINANCIAL,arsenal_financials.csv,football_turnover,FIN-FY2018-FOOTBA-0039,None (Directly Reported in £m),Primary Audited
MST-2017-0217,2017/18,total_turnover,FINANCIAL,arsenal_financials.csv,total_turnover,FIN-FY2018-TOTAL_-0040,None (Directly Reported in £m),Primary Audited
MST-2017-0218,2017/18,broadcast_revenue,FINANCIAL,arsenal_financials.csv,broadcast_revenue,FIN-FY2018-BROADC-0041,None (Directly Reported in £m),Primary Audited
MST-2017-0219,2017/18,commercial_revenue,FINANCIAL,arsenal_financials.csv,commercial_revenue,FIN-FY2018-COMMER-0042,None (Directly Reported in £m),Primary Audited
MST-2017-0220,2017/18,matchday_revenue,FINANCIAL,arsenal_financials.csv,matchday_revenue,FIN-FY2018-MATCHD-0043,None (Directly Reported in £m),Primary Audited
MST-2017-0221,2017/18,staff_costs,FINANCIAL,arsenal_financials.csv,staff_costs,FIN-FY2018-STAFF_-0044,None (Directly Reported in £m),Primary Audited
MST-2017-0222,2017/18,operating_expenses,FINANCIAL,arsenal_financials.csv,operating_expenses,FIN-FY2018-OPERAT-0045,None (Directly Reported in £m),Primary Audited
MST-2017-0223,2017/18,player_amortisation,FINANCIAL,arsenal_financials.csv,player_amortisation,FIN-FY2018-PLAYER-0046,None (Directly Reported in £m),Primary Audited
MST-2017-0224,2017/18,player_impairment,FINANCIAL,arsenal_financials.csv,player_impairment,FIN-FY2018-PLAYER-0047,None (Directly Reported in £m),Primary Audited
MST-2017-0225,2017/18,depreciation,FINANCIAL,arsenal_financials.csv,depreciation,FIN-FY2018-DEPREC-0048,None (Directly Reported in £m),Primary Audited
MST-2017-0226,2017/18,operating_profit_loss,FINANCIAL,arsenal_financials.csv,operating_profit_loss,FIN-FY2018-OPERAT-0049,None (Directly Reported in £m),Primary Audited
MST-2017-0227,2017/18,net_profit_loss,FINANCIAL,arsenal_financials.csv,net_profit_loss,FIN-FY2018-NET_PR-0050,None (Directly Reported in £m),Primary Audited
MST-2017-0228,2017/18,cash,FINANCIAL,arsenal_financials.csv,cash,FIN-FY2018-CASH-0051,None (Directly Reported in £m),Primary Audited
MST-2017-0229,2017/18,gross_debt,FINANCIAL,arsenal_financials.csv,gross_debt,FIN-FY2018-GROSS_-0052,None (Directly Reported in £m),Primary Audited
MST-2017-0230,2017/18,net_debt,FINANCIAL,arsenal_financials.csv,net_debt,FIN-FY2018-NET_DE-0053,gross_debt - cash,Primary Audited
MST-2017-0231,2017/18,net_finance_costs,FINANCIAL,arsenal_financials.csv,net_finance_costs,FIN-FY2018-NET_FI-0054,None (Directly Reported in £m),Primary Audited
MST-2017-0232,2017/18,profit_on_player_disposals,FINANCIAL,arsenal_financials.csv,profit_on_player_disposals,FIN-FY2018-PROFIT-0055,None (Directly Reported in £m),Primary Audited
MST-2017-0233,2017/18,player_registration_additions,FINANCIAL,arsenal_financials.csv,player_registration_additions,FIN-FY2018-PLAYER-0056,None (Directly Reported in £m),Primary Audited
MST-2017-0234,2017/18,player_registration_nbv,FINANCIAL,arsenal_financials.csv,player_registration_nbv,FIN-FY2018-PLAYER-0057,None (Directly Reported in £m),Primary Audited
MST-2017-0235,2017/18,revenue_growth_pct,FINANCIAL,arsenal_financials.csv,revenue_growth_pct,DER-FY2018-REVENU-0211,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Derived Analytical
MST-2017-0236,2017/18,commercial_share_pct,FINANCIAL,arsenal_financials.csv,commercial_share_pct,DER-FY2018-COMMER-0212,(commercial_revenue / football_turnover) * 100,Derived Analytical
MST-2017-0237,2017/18,broadcast_share_pct,FINANCIAL,arsenal_financials.csv,broadcast_share_pct,DER-FY2018-BROADC-0213,(broadcast_revenue / football_turnover) * 100,Derived Analytical
MST-2017-0238,2017/18,matchday_share_pct,FINANCIAL,arsenal_financials.csv,matchday_share_pct,DER-FY2018-MATCHD-0214,(matchday_revenue / football_turnover) * 100,Derived Analytical
MST-2017-0239,2017/18,wage_to_revenue_pct,FINANCIAL,arsenal_financials.csv,wage_to_revenue_pct,DER-FY2018-WAGE_T-0215,(staff_costs / football_turnover) * 100,Derived Analytical
MST-2017-0240,2017/18,operating_margin_pct,FINANCIAL,arsenal_financials.csv,operating_margin_pct,DER-FY2018-OPERAT-0216,(operating_profit_loss / football_turnover) * 100,Derived Analytical
MST-2017-0241,2017/18,net_margin_pct,FINANCIAL,arsenal_financials.csv,net_margin_pct,DER-FY2018-NET_MA-0217,(net_profit_loss / football_turnover) * 100,Derived Analytical
MST-2017-0242,2017/18,net_debt_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_debt_to_revenue_pct,DER-FY2018-NET_DE-0218,(net_debt / football_turnover) * 100,Derived Analytical
MST-2017-0243,2017/18,net_finance_cost_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_finance_cost_to_revenue_pct,DER-FY2018-NET_FI-0219,(net_finance_costs / football_turnover) * 100,Derived Analytical
