observation_id,season,financial_year,variable,final_value,raw_value,unit,source_entity,document_title,document_date,page,table_or_note,source_url,transformation,definition,comparability_status,verification_status,notes
DER-FY2018-REVENU-0211,2017/18,FY2018,revenue_growth_pct,-8.18,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2018-COMMER-0212,2017/18,FY2018,commercial_share_pct,27.92,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2018-BROADC-0213,2017/18,FY2018,broadcast_share_pct,46.47,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2018-MATCHD-0214,2017/18,FY2018,matchday_share_pct,25.61,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2018-WAGE_T-0215,2017/18,FY2018,wage_to_revenue_pct,57.52,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2018-OPERAT-0216,2017/18,FY2018,operating_margin_pct,10.87,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2018-NET_MA-0217,2017/18,FY2018,net_margin_pct,14.55,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2018-NET_DE-0218,2017/18,FY2018,net_debt_to_revenue_pct,-3.32,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2018-NET_FI-0219,2017/18,FY2018,net_finance_cost_to_revenue_pct,3.50,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2018-AMORTI-0220,2017/18,FY2018,amortisation_to_revenue_pct,19.86,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2019-REVENU-0221,2018/19,FY2019,revenue_growth_pct,1.67,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,High,Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2019-COMMER-0222,2018/19,FY2019,commercial_share_pct,29.14,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2019-BROADC-0223,2018/19,FY2019,broadcast_share_pct,46.57,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2019-MATCHD-0224,2018/19,FY2019,matchday_share_pct,24.30,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2019-WAGE_T-0225,2018/19,FY2019,wage_to_revenue_pct,58.70,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",High,Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2019-OPERAT-0226,2018/19,FY2019,operating_margin_pct,-8.16,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2019-NET_MA-0227,2018/19,FY2019,net_margin_pct,-6.87,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2019-NET_DE-0228,2018/19,FY2019,net_debt_to_revenue_pct,9.83,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2019-NET_FI-0229,2018/19,FY2019,net_finance_cost_to_revenue_pct,2.99,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2019-AMORTI-0230,2018/19,FY2019,amortisation_to_revenue_pct,23.36,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2020-REVENU-0231,2019/20,FY2020,revenue_growth_pct,-12.97,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2020-COMMER-0232,2019/20,FY2020,commercial_share_pct,45.18,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2020-BROADC-0233,2019/20,FY2020,broadcast_share_pct,34.61,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2020-MATCHD-0234,2019/20,FY2020,matchday_share_pct,20.20,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2020-WAGE_T-0235,2019/20,FY2020,wage_to_revenue_pct,68.27,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2020-OPERAT-0236,2019/20,FY2020,operating_margin_pct,-21.92,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2020-NET_MA-0237,2019/20,FY2020,net_margin_pct,-13.92,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2020-NET_DE-0238,2019/20,FY2020,net_debt_to_revenue_pct,31.56,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2020-NET_FI-0239,2019/20,FY2020,net_finance_cost_to_revenue_pct,3.96,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2020-AMORTI-0240,2019/20,FY2020,amortisation_to_revenue_pct,30.45,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2021-REVENU-0241,2020/21,FY2021,revenue_growth_pct,-4.63,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2021-COMMER-0242,2020/21,FY2021,commercial_share_pct,42.55,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2021-BROADC-0243,2020/21,FY2021,broadcast_share_pct,56.29,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2021-MATCHD-0244,2020/21,FY2021,matchday_share_pct,1.16,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2021-WAGE_T-0245,2020/21,FY2021,wage_to_revenue_pct,74.60,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2021-OPERAT-0246,2020/21,FY2021,operating_margin_pct,-39.80,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2021-NET_MA-0247,2020/21,FY2021,net_margin_pct,-32.75,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2021-NET_DE-0248,2020/21,FY2021,net_debt_to_revenue_pct,60.93,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2021-NET_FI-0249,2020/21,FY2021,net_finance_cost_to_revenue_pct,12.15,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2021-AMORTI-0250,2020/21,FY2021,amortisation_to_revenue_pct,35.84,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2022-REVENU-0251,2021/22,FY2022,revenue_growth_pct,12.67,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,High,Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2022-COMMER-0252,2021/22,FY2022,commercial_share_pct,38.39,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2022-BROADC-0253,2021/22,FY2022,broadcast_share_pct,39.56,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2022-MATCHD-0254,2021/22,FY2022,matchday_share_pct,21.51,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2022-WAGE_T-0255,2021/22,FY2022,wage_to_revenue_pct,57.52,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",High,Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2022-OPERAT-0256,2021/22,FY2022,operating_margin_pct,-16.45,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2022-NET_MA-0257,2021/22,FY2022,net_margin_pct,-12.33,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
